,Temperature_C
1979-01-01,-18.49
1979-02-01,-14.03
1979-03-01,-5.74
1979-04-01,-1.95
1979-05-01,7.54
1979-06-01,14.38
1979-07-01,15.76
1979-08-01,14.01
1979-09-01,7.29
1979-10-01,-1.73
1979-11-01,-4.76
1979-12-01,-9.99
1980-01-01,-16.75
1980-02-01,-16.96
1980-03-01,-9.43
1980-04-01,1.16
1980-05-01,6.28
1980-06-01,16.68
1980-07-01,15.88
1980-08-01,13.2
1980-09-01,8.43
1980-10-01,-0.66
1980-11-01,-12.69
1980-12-01,-14.55
1981-01-01,-12.94
1981-02-01,-15.37
1981-03-01,-14.47
1981-04-01,-1.04
1981-05-01,7.64
1981-06-01,10.7
1981-07-01,15.72
1981-08-01,12.01
1981-09-01,7.29
1981-10-01,2.3
1981-11-01,-6.57
1981-12-01,-20.03
1982-01-01,-20.07
1982-02-01,-8.75
1982-03-01,-4.07
1982-04-01,0.21
1982-05-01,6.31
1982-06-01,9.63
1982-07-01,15.49
1982-08-01,12.7
1982-09-01,7.11
1982-10-01,0.63
1982-11-01,-2.9
1982-12-01,-9.12
1983-01-01,-9.79
1983-02-01,-12.85
1983-03-01,-7.06
1983-04-01,1.79
1983-05-01,9.06
1983-06-01,12.37
1983-07-01,15.63
1983-08-01,11.63
1983-09-01,8.44
1983-10-01,0.84
1983-11-01,-12.14
1983-12-01,-14.38
1984-01-01,-15.38
1984-02-01,-6.83
1984-03-01,-10.23
1984-04-01,0.37
1984-05-01,10.58
1984-06-01,13.13
1984-07-01,14.32
1984-08-01,11.69
1984-09-01,6.57
1984-10-01,1.92
1984-11-01,-7.21
1984-12-01,-6.0
1985-01-01,-21.23
1985-02-01,-23.53
1985-03-01,-6.11
1985-04-01,-2.86
1985-05-01,5.26
1985-06-01,13.19
1985-07-01,15.13
1985-08-01,13.41
1985-09-01,7.55
1985-10-01,2.4
1985-11-01,-7.67
1985-12-01,-19.48
1986-01-01,-18.27
1986-02-01,-14.36
1986-03-01,-3.03
1986-04-01,-1.21
1986-05-01,8.01
1986-06-01,15.6
1986-07-01,15.08
1986-08-01,10.48
1986-09-01,4.38
1986-10-01,2.87
1986-11-01,-2.31
1986-12-01,-17.11
1987-01-01,-21.94
1987-02-01,-15.1
1987-03-01,-9.68
1987-04-01,-0.61
1987-05-01,6.42
1987-06-01,12.16
1987-07-01,13.75
1987-08-01,10.92
1987-09-01,7.25
1987-10-01,6.2
1987-11-01,-5.95
1987-12-01,-15.99
1988-01-01,-11.83
1988-02-01,-11.95
1988-03-01,-6.43
1988-04-01,-2.79
1988-05-01,7.24
1988-06-01,14.72
1988-07-01,17.84
1988-08-01,13.15
1988-09-01,9.07
1988-10-01,0.94
1988-11-01,-9.85
1988-12-01,-14.82
1989-01-01,-8.09
1989-02-01,-8.97
1989-03-01,-1.63
1989-04-01,2.3
1989-05-01,8.62
1989-06-01,13.92
1989-07-01,14.51
1989-08-01,13.59
1989-09-01,8.45
1989-10-01,0.05
1989-11-01,-3.93
1989-12-01,-12.28
1990-01-01,-14.66
1990-02-01,-1.96
1990-03-01,-5.11
1990-04-01,1.57
1990-05-01,7.21
1990-06-01,12.82
1990-07-01,15.5
1990-08-01,14.15
1990-09-01,6.92
1990-10-01,1.97
1990-11-01,-9.5
1990-12-01,-5.75
1991-01-01,-10.81
1991-02-01,-17.42
1991-03-01,-7.25
