,Temperature_C
1979-01-01,-42.24
1979-02-01,-44.6
1979-03-01,-31.76
1979-04-01,-19.5
1979-05-01,-9.24
1979-06-01,9.95
1979-07-01,16.07
1979-08-01,9.23
1979-09-01,1.33
1979-10-01,-15.01
1979-11-01,-28.54
1979-12-01,-28.63
1980-01-01,-33.96
1980-02-01,-28.91
1980-03-01,-29.48
1980-04-01,-16.06
1980-05-01,-6.52
1980-06-01,2.48
1980-07-01,12.89
1980-08-01,11.89
1980-09-01,2.6
1980-10-01,-8.05
1980-11-01,-31.36
1980-12-01,-30.29
1981-01-01,-20.09
1981-02-01,-31.4
1981-03-01,-27.15
1981-04-01,-15.34
1981-05-01,-9.87
1981-06-01,5.54
1981-07-01,11.13
1981-08-01,10.38
1981-09-01,0.12
1981-10-01,-14.03
1981-11-01,-19.74
1981-12-01,-29.02
1982-01-01,-36.82
1982-02-01,-28.07
1982-03-01,-30.6
1982-04-01,-15.54
1982-05-01,-9.07
1982-06-01,3.8
1982-07-01,11.46
1982-08-01,12.19
1982-09-01,1.89
1982-10-01,-17.85
1982-11-01,-32.24
1982-12-01,-29.64
1983-01-01,-29.44
1983-02-01,-29.37
1983-03-01,-23.93
1983-04-01,-21.03
1983-05-01,-7.22
1983-06-01,7.17
1983-07-01,11.32
1983-08-01,11.6
1983-09-01,3.81
1983-10-01,-9.64
1983-11-01,-18.75
1983-12-01,-30.46
1984-01-01,-26.38
1984-02-01,-31.55
1984-03-01,-25.5
1984-04-01,-23.53
1984-05-01,-7.61
1984-06-01,6.77
1984-07-01,18.46
1984-08-01,8.46
1984-09-01,3.65
1984-10-01,-11.23
1984-11-01,-26.67
1984-12-01,-29.27
1985-01-01,-34.23
1985-02-01,-31.69
1985-03-01,-26.5
1985-04-01,-18.24
1985-05-01,-8.63
1985-06-01,8.53
1985-07-01,11.83
1985-08-01,9.17
1985-09-01,2.96
1985-10-01,-10.01
1985-11-01,-21.11
1985-12-01,-29.67
1986-01-01,-33.84
1986-02-01,-28.38
1986-03-01,-28.62
1986-04-01,-19.96
1986-05-01,-7.99
1986-06-01,3.83
1986-07-01,14.57
1986-08-01,8.8
1986-09-01,0.85
1986-10-01,-9.37
1986-11-01,-21.69
1986-12-01,-32.78
1987-01-01,-40.29
1987-02-01,-34.18
1987-03-01,-29.79
1987-04-01,-17.64
1987-05-01,-6.63
1987-06-01,1.34
1987-07-01,12.87
1987-08-01,9.91
1987-09-01,2.33
1987-10-01,-11.52
1987-11-01,-28.06
1987-12-01,-32.29
1988-01-01,-27.58
1988-02-01,-30.56
1988-03-01,-26.17
1988-04-01,-22.51
1988-05-01,-5.16
1988-06-01,8.19
1988-07-01,11.26
1988-08-01,8.65
1988-09-01,3.01
1988-10-01,-12.42
1988-11-01,-24.16
1988-12-01,-19.31
1989-01-01,-32.12
1989-02-01,-26.39
1989-03-01,-22.46
