,Temperature_C
1979-01-01,
1979-02-01,
1979-03-01,
1979-04-01,
1979-05-01,
1979-06-01,
1979-07-01,
1979-08-01,
1979-09-01,
1979-10-01,
1979-11-01,
1979-12-01,
1980-01-01,
1980-02-01,
1980-03-01,
1980-04-01,
1980-05-01,
1980-06-01,
1980-07-01,
1980-08-01,
1980-09-01,
1980-10-01,
1980-11-01,
1980-12-01,
1981-01-01,
1981-02-01,
1981-03-01,-13.48
1981-04-01,-3.22
1981-05-01,4.05
1981-06-01,5.38
1981-07-01,11.41
1981-08-01,9.52
1981-09-01,5.84
1981-10-01,0.03
1981-11-01,-6.92
1981-12-01,-15.2
1982-01-01,-11.82
1982-02-01,-5.83
1982-03-01,-5.42
1982-04-01,-2.89
1982-05-01,1.79
1982-06-01,4.82
1982-07-01,10.77
1982-08-01,10.65
1982-09-01,4.5
1982-10-01,1.28
1982-11-01,-4.21
1982-12-01,-7.33
1983-01-01,-9.34
1983-02-01,-8.89
1983-03-01,-9.4
1983-04-01,-1.05
1983-05-01,5.39
1983-06-01,7.13
1983-07-01,10.55
1983-08-01,7.34
1983-09-01,6.56
1983-10-01,-1.41
1983-11-01,-8.48
1983-12-01,-10.46
1984-01-01,-13.34
1984-02-01,-6.24
1984-03-01,-8.62
1984-04-01,-1.48
1984-05-01,6.29
1984-06-01,9.39
1984-07-01,10.12
1984-08-01,9.24
1984-09-01,5.1
1984-10-01,0.34
1984-11-01,-6.14
1984-12-01,-5.76
1985-01-01,-13.96
1985-02-01,-18.06
1985-03-01,-7.18
1985-04-01,-6.11
1985-05-01,1.91
1985-06-01,9.79
1985-07-01,13.12
1985-08-01,11.16
1985-09-01,5.07
1985-10-01,1.43
1985-11-01,-6.51
1985-12-01,-14.51
1986-01-01,-15.12
1986-02-01,-9.89
1986-03-01,-4.3
1986-04-01,-4.01
1986-05-01,5.04
1986-06-01,10.62
1986-07-01,11.91
1986-08-01,9.05
1986-09-01,3.54
1986-10-01,1.09
1986-11-01,-2.83
1986-12-01,-14.12
1987-01-01,-14.94
1987-02-01,-13.03
1987-03-01,-10.8
1987-04-01,-3.61
1987-05-01,1.96
1987-06-01,8.49
1987-07-01,10.48
1987-08-01,7.98
1987-09-01,5.41
1987-10-01,4.71
1987-11-01,-5.55
1987-12-01,-9.71
1988-01-01,-10.72
1988-02-01,-12.04
1988-03-01,-11.47
1988-04-01,-5.69
1988-05-01,3.33
1988-06-01,9.88
1988-07-01,14.47
1988-08-01,11.16
1988-09-01,7.03
1988-10-01,0.06
1988-11-01,-6.09
1988-12-01,-8.87
1989-01-01,-5.27
1989-02-01,-6.6
