,Temperature_C
1979-01-01,-20.68
1979-02-01,-15.78
1979-03-01,-8.62
1979-04-01,-3.96
1979-05-01,4.14
1979-06-01,11.35
1979-07-01,14.5
1979-08-01,11.84
1979-09-01,5.99
1979-10-01,-4.1
1979-11-01,-8.09
1979-12-01,-10.79
1980-01-01,-19.26
1980-02-01,-18.73
1980-03-01,-11.99
1980-04-01,-0.47
1980-05-01,3.54
1980-06-01,13.03
1980-07-01,12.66
1980-08-01,10.89
1980-09-01,6.56
1980-10-01,-2.49
1980-11-01,-14.26
1980-12-01,-19.96
1981-01-01,-21.5
1981-02-01,-18.09
1981-03-01,-16.78
1981-04-01,-3.4
1981-05-01,3.06
1981-06-01,7.21
1981-07-01,13.44
1981-08-01,10.15
1981-09-01,5.4
1981-10-01,0.07
1981-11-01,-9.27
1981-12-01,-21.33
1982-01-01,-18.54
1982-02-01,-11.53
1982-03-01,-7.85
1982-04-01,-2.84
1982-05-01,3.65
1982-06-01,5.92
1982-07-01,13.61
1982-08-01,10.51
1982-09-01,4.9
1982-10-01,-1.67
1982-11-01,-8.09
1982-12-01,-11.2
1983-01-01,-15.08
1983-02-01,-13.62
1983-03-01,-8.39
1983-04-01,-0.69
1983-05-01,4.37
1983-06-01,10.12
1983-07-01,13.65
1983-08-01,9.45
1983-09-01,8.05
1983-10-01,-1.46
1983-11-01,-17.43
1983-12-01,-21.51
1984-01-01,-18.04
1984-02-01,-6.44
1984-03-01,-10.59
1984-04-01,-1.41
1984-05-01,7.41
1984-06-01,10.97
1984-07-01,11.83
1984-08-01,9.82
1984-09-01,4.35
1984-10-01,-2.38
1984-11-01,-11.97
1984-12-01,-8.33
1985-01-01,-21.32
1985-02-01,-25.5
1985-03-01,-8.38
1985-04-01,-6.43
1985-05-01,1.5
1985-06-01,10.07
1985-07-01,14.34
1985-08-01,11.81
1985-09-01,6.35
1985-10-01,-0.25
1985-11-01,-9.35
1985-12-01,-22.59
1986-01-01,-21.56
1986-02-01,-15.2
1986-03-01,-6.17
1986-04-01,-4.15
1986-05-01,5.4
1986-06-01,13.08
1986-07-01,12.98
1986-08-01,9.17
1986-09-01,3.06
1986-10-01,1.29
1986-11-01,-5.31
1986-12-01,-22.6
1987-01-01,-21.06
1987-02-01,-16.57
1987-03-01,-12.64
1987-04-01,-4.44
1987-05-01,3.14
1987-06-01,8.74
1987-07-01,10.96
1987-08-01,8.47
1987-09-01,5.99
1987-10-01,4.61
1987-11-01,-9.71
1987-12-01,-20.11
1988-01-01,-15.72
1988-02-01,-15.93
1988-03-01,-11.69
1988-04-01,-5.51
1988-05-01,3.64
1988-06-01,11.9
1988-07-01,15.5
1988-08-01,11.26
1988-09-01,7.11
1988-10-01,-0.25
1988-11-01,-15.19
1988-12-01,-18.45
1989-01-01,-10.87
1989-02-01,-10.71
1989-03-01,-4.81
1989-04-01,1.21
1989-05-01,5.51
1989-06-01,11.93
1989-07-01,12.32
1989-08-01,11.55
1989-09-01,6.01
1989-10-01,-1.11
1989-11-01,-5.35
1989-12-01,-14.82
1990-01-01,-16.76
1990-02-01,-4.06
1990-03-01,-7.42
1990-04-01,-0.48
1990-05-01,3.55
1990-06-01,10.61
1990-07-01,13.79
1990-08-01,11.77
1990-09-01,5.9
1990-10-01,0.21
1990-11-01,-9.99
1990-12-01,-6.86
1991-01-01,-10.88
1991-02-01,-16.86
1991-03-01,-10.58
1991-04-01,-1.68
1991-05-01,3.2
1991-06-01,10.49
1991-07-01,12.95
1991-08-01,11.63
1991-09-01,4.44
1991-10-01,-0.88
1991-11-01,-8.19
1991-12-01,-9.38
1992-01-01,-9.85
1992-02-01,-7.63
1992-03-01,-5.06
1992-04-01,-4.89
1992-05-01,5.63
1992-06-01,11.98
1992-07-01,10.97
1992-08-01,9.49
1992-09-01,8.28
1992-10-01,-9.53
1992-11-01,-11.82
1992-12-01,-6.39
1993-01-01,-11.16
1993-02-01,-10.29
1993-03-01,-9.53
1993-04-01,-4.12
1993-05-01,3.57
1993-06-01,6.96
1993-07-01,14.31
1993-08-01,11.42
1993-09-01,3.0
1993-10-01,-4.97
1993-11-01,-7.16
1993-12-01,-13.41
1994-01-01,-22.32
1994-02-01,-12.94
1994-03-01,-8.12
1994-04-01,0.38
1994-05-01,3.2
1994-06-01,9.85
1994-07-01,13.25
1994-08-01,11.29
1994-09-01,5.05
1994-10-01,-1.84
1994-11-01,-11.07
1994-12-01,-8.81
1995-01-01,-11.79
1995-02-01,-9.59
1995-03-01,-4.09
1995-04-01,-3.79
1995-05-01,2.39
1995-06-01,11.4
1995-07-01,11.79
1995-08-01,10.71
1995-09-01,5.74
1995-10-01,-2.91
1995-11-01,-14.26
1995-12-01,-18.9
1996-01-01,-11.45
1996-02-01,-16.99
1996-03-01,-7.1
1996-04-01,-5.11
1996-05-01,0.8
1996-06-01,9.51
1996-07-01,12.28
1996-08-01,12.67
1996-09-01,5.22
1996-10-01,1.08
1996-11-01,-10.5
1996-12-01,-15.85
1997-01-01,
1997-02-01,
1997-03-01,
1997-04-01,
1997-05-01,
1997-06-01,
1997-07-01,
1997-08-01,
1997-09-01,
1997-10-01,
1997-11-01,
1997-12-01,
1998-01-01,
1998-02-01,
1998-03-01,
1998-04-01,
1998-05-01,
1998-06-01,
1998-07-01,
1998-08-01,
1998-09-01,
1998-10-01,
1998-11-01,
1998-12-01,
1999-01-01,-21.02
1999-02-01,-16.45
1999-03-01,-8.06
1999-04-01,-1.9
1999-05-01,2.05
1999-06-01,12.77
1999-07-01,13.8
1999-08-01,9.1
1999-09-01,8.59
1999-10-01,1.51
1999-11-01,-3.19
1999-12-01,-18.29
2000-01-01,-14.21
2000-02-01,-12.66
2000-03-01,-6.94
2000-04-01,-2.83
2000-05-01,4.73
2000-06-01,10.25
2000-07-01,14.38
2000-08-01,10.92
2000-09-01,6.72
2000-10-01,3.71
2000-11-01,-2.58
2000-12-01,-12.92
2001-01-01,-9.73
2001-02-01,-16.32
2001-03-01,-14.99
2001-04-01,-3.85
2001-05-01,3.56
2001-06-01,12.67
2001-07-01,13.53
2001-08-01,11.32
2001-09-01,8.36
2001-10-01,-1.18
2001-11-01,-9.95
2001-12-01,-12.96
2002-01-01,-15.66
2002-02-01,-12.7
2002-03-01,-8.45
2002-04-01,1.17
2002-05-01,6.34
2002-06-01,11.71
2002-07-01,14.74
2002-08-01,12.15
2002-09-01,5.14
2002-10-01,-1.96
2002-11-01,-15.22
2002-12-01,-18.39
2003-01-01,-23.78
2003-02-01,-7.17
2003-03-01,-4.49
2003-04-01,-2.23
2003-05-01,5.99
2003-06-01,9.38
2003-07-01,16.5
2003-08-01,11.89
2003-09-01,5.38
2003-10-01,-0.59
2003-11-01,-6.92
2003-12-01,-15.65
2004-01-01,-14.07
2004-02-01,-16.98
2004-03-01,-5.54
2004-04-01,-1.23
2004-05-01,5.03
2004-06-01,9.37
2004-07-01,16.8
2004-08-01,12.07
2004-09-01,6.69
2004-10-01,0.19
2004-11-01,-9.79
2004-12-01,-9.5
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,-18.42
2007-02-01,-20.92
2007-03-01,-3.63
2007-04-01,-1.62
2007-05-01,4.24
2007-06-01,10.55
2007-07-01,13.34
2007-08-01,12.23
2007-09-01,5.24
2007-10-01,2.36
2007-11-01,-7.6
2007-12-01,-6.42
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,-10.88
2009-02-01,-17.99
2009-03-01,-8.05
2009-04-01,-1.8
2009-05-01,6.47
2009-06-01,9.15
2009-07-01,12.38
2009-08-01,12.31
2009-09-01,7.42
2009-10-01,-3.62
2009-11-01,-3.38
2009-12-01,-13.55
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,-16.97
2011-02-01,-20.35
2011-03-01,-7.11
2011-04-01,1.75
2011-05-01,5.26
2011-06-01,12.64
2011-07-01,14.46
2011-08-01,11.18
2011-09-01,9.24
2011-10-01,2.11
2011-11-01,-3.41
2011-12-01,-5.52
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,-12.82
2013-02-01,-10.93
2013-03-01,-14.08
2013-04-01,-2.71
2013-05-01,8.25
2013-06-01,14.17
2013-07-01,13.92
2013-08-01,12.75
2013-09-01,8.66
2013-10-01,-1.01
2013-11-01,-7.72
2013-12-01,-10.74
2014-01-01,-19.5
2014-02-01,-4.75
2014-03-01,-5.5
2014-04-01,-0.94
2014-05-01,3.45
2014-06-01,9.55
2014-07-01,16.54
2014-08-01,12.04
2014-09-01,6.05
2014-10-01,-1.05
2014-11-01,-11.65
2014-12-01,-12.05
2015-01-01,-17.6
2015-02-01,-9.64
2015-03-01,-3.95
2015-04-01,0.75
2015-05-01,
2015-06-01,
2015-07-01,
2015-08-01,
2015-09-01,
2015-10-01,
2015-11-01,
2015-12-01,
